id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
19342,1st Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,9
19343,3rd Grade,Female,White,3.33,Yes,No,Not Applicable,English,2,2,1,15
19344,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
19345,9th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,12
19346,8th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,14
19347,8th Grade,Male,White,2.67,Yes,No,Not Applicable,English,,,,2
19348,4th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,1,4
19349,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,6
19350,4th Grade,Male,Hispanic,2.67,No,Yes,Specific Learning Disability,Other,0,0,0,7
19351,Kindergarten,Male,White,1.67,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,2
19352,2nd Grade,Male,White,3,No,No,Not Applicable,English,0,0,1,9
19353,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,12
19354,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,1,1,1,13
19355,9th Grade,Female,White,3,Yes,No,Not Applicable,English,,,,9
19356,11th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,12
19357,8th Grade,Other,White,3,No,No,Not Applicable,Other,1,1,1,15
19358,4th Grade,Female,White,3.33,No,No,Not Applicable,Chinese,,,,4
19359,Kindergarten,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,2
19360,2nd Grade,Male,White,2,Yes,No,Not Applicable,English,1,1,1,8
19361,12th Grade,Male,White,2.67,No,No,Not Applicable,English,1,7,10,2
19362,10th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,8
19363,1st Grade,Female,Black,3,No,No,Not Applicable,Other,0,0,0,6
19364,Kindergarten,Male,White,3.33,No,No,Not Applicable,Spanish,0,0,0,3
19365,7th Grade,Male,White,2,Yes,No,Not Applicable,English,6,3,4,11
19366,8th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,11
19367,Kindergarten,Female,White,3.33,Yes,No,Not Applicable,English,,,,43
19368,1st Grade,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,5
19369,11th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,10
19370,7th Grade,Male,White,2.33,Yes,No,Not Applicable,English,1,1,3,6
19371,3rd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,6
19372,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
19373,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,9
19374,6th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,11
19375,6th Grade,Male,Black,3,No,Yes,Speech/Language Impairments,English,0,0,0,13
19376,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,1,14
19377,8th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,13
19378,2nd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
19379,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
19380,9th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,11
19381,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,,,,3
19382,7th Grade,Male,White,3,Yes,No,Not Applicable,English,3,3,5,13
19383,Kindergarten,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,5
19384,4th Grade,Female,Hispanic,3,No,No,Not Applicable,Chinese,0,0,0,2
19385,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
19386,Kindergarten,Female,White,3,No,No,Not Applicable,Other,0,0,0,13
19387,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,1,1,1,5
19388,5th Grade,Female,White,3.67,Yes,Yes,Specific Learning Disability,English,0,0,0,8
19389,5th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,15
19390,4th Grade,Female,White,3.67,Yes,No,Not Applicable,Spanish,1,2,2,6
19391,11th Grade,Male,,2.67,Yes,No,Not Applicable,English,0,0,0,4
19392,12th Grade,Male,White,4,Yes,No,Not Applicable,English,0,0,0,2
19393,8th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,11
19394,11th Grade,Other,White,2.67,No,No,Not Applicable,English,0,0,0,15
19395,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,,,,2
19396,4th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,1,5
19397,3rd Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,7
19398,7th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,5
19399,12th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,6
19400,6th Grade,Female,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,5
19401,11th Grade,Male,Hispanic,2,Yes,Yes,Specific Learning Disability,English,0,0,0,6
19402,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
19403,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,10
19404,5th Grade,Male,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,5
19405,9th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,10
19406,10th Grade,Male,White,2.67,No,No,Not Applicable,English,2,2,4,18
19407,10th Grade,Male,Hispanic,2,No,No,Not Applicable,Other,6,10,6,1
19408,12th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,5
19409,6th Grade,Male,White,2.33,No,No,Not Applicable,Other,0,0,0,1
19410,10th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,1,30
19411,7th Grade,Female,White,1.67,Yes,No,Not Applicable,Spanish,,,,2
19412,Kindergarten,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
19413,10th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,6
19414,6th Grade,Female,White,4,No,Yes,Speech/Language Impairments,English,0,0,0,15
19415,4th Grade,,White,2,No,Yes,Autism,English,9,14,13,7
19416,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,Spanish,1,1,7,3
19417,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
19418,Pre-K,Female,White,3,No,No,Not Applicable,English,0,0,0,5
19419,6th Grade,Female,White,2.33,Yes,No,Not Applicable,English,1,1,1,3
19420,5th Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,5
19421,6th Grade,Male,Asian,2.33,Yes,No,Not Applicable,Spanish,0,0,0,19
19422,3rd Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,8
19423,3rd Grade,Male,Asian,3,No,No,Not Applicable,English,2,9,10,4
19424,2nd Grade,Male,White,3,No,Yes,Specific Learning Disability,English,0,0,0,3
19425,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,10
19426,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,22
19427,7th Grade,Male,Native,3,Yes,No,Not Applicable,English,0,0,0,7
19428,9th Grade,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,2,13
19429,Pre-K,Male,Native,3.33,Yes,No,Not Applicable,English,0,0,0,7
19430,5th Grade,Male,White,2.67,Yes,Yes,Specific Learning Disability,Spanish,0,0,0,3
19431,7th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,7
19432,3rd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
19433,7th Grade,Male,Black,3,No,No,Not Applicable,Spanish,0,0,1,7
19434,5th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,4
19435,5th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
19436,12th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
19437,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,1,6
19438,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,1
19439,9th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
19440,Pre-K,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
19441,8th Grade,Male,White,4,Yes,No,Not Applicable,Spanish,0,0,0,5
19442,8th Grade,Male,White,2,Yes,No,Not Applicable,Other,0,0,0,15
19443,9th Grade,Female,Asian,2.67,No,No,Not Applicable,English,0,0,0,3
19444,4th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
19445,Kindergarten,Male,Black,3,Yes,No,Not Applicable,English,,,,2
19446,1st Grade,Female,Black,2,No,Yes,Intellectual Disability,English,0,0,0,20
19447,Pre-K,Female,Multi-racial,3.33,No,No,Not Applicable,English,,,,14
19448,12th Grade,Male,White,3,No,Yes,Other,English,0,0,0,29
19449,1st Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,8
19450,2nd Grade,Male,White,3,Yes,Yes,Intellectual Disability,English,0,0,0,3
19451,7th Grade,Male,Asian,2.33,Yes,No,Not Applicable,English,0,0,0,5
19452,Kindergarten,Female,Black,3.67,Yes,No,Not Applicable,Spanish,0,0,0,12
19453,4th Grade,Female,White,3.67,No,No,Not Applicable,Spanish,0,0,0,3
19454,10th Grade,Male,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,10
19455,12th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,19
19456,8th Grade,Female,Hispanic,2,Yes,Yes,Specific Learning Disability,English,0,0,0,8
19457,11th Grade,Male,White,2.67,Yes,No,Not Applicable,English,1,1,1,8
19458,8th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,11
19459,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,7
19460,9th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
19461,1st Grade,Female,Black,2.67,Yes,No,Not Applicable,Spanish,,,,15
19462,12th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,Other,0,0,0,9
19463,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,Other,0,0,0,4
19464,8th Grade,Female,Asian,3.33,No,No,Not Applicable,German,,,,5
19465,3rd Grade,Male,Hispanic,2,Yes,No,Not Applicable,Spanish,0,0,0,6
19466,Kindergarten,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,26
19467,2nd Grade,Male,White,3.33,No,No,Not Applicable,Other,0,0,0,9
19468,12th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,6
19469,11th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,2
19470,5th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,14
19471,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
19472,4th Grade,Female,,2.67,No,No,Not Applicable,English,0,0,0,12
19473,3rd Grade,Female,White,3,No,No,Not Applicable,Other,2,2,4,11
19474,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,English,,,,1
19475,Pre-K,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,6
19476,1st Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,1,5
19477,3rd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,11
19478,1st Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,8
19479,10th Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,3
19480,8th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,1,1,1,6
19481,9th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,28
19482,6th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,4
19483,5th Grade,Male,White,2.33,Yes,No,Not Applicable,Russian,0,0,0,3
19484,4th Grade,Female,White,2,Yes,No,Not Applicable,Spanish,0,0,0,2
19485,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,14
19486,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
19487,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
19488,1st Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,8
19489,4th Grade,Male,White,3.67,Yes,Yes,Specific Learning Disability,English,0,0,0,7
19490,7th Grade,Male,Multi-racial,3,Yes,No,Not Applicable,English,0,0,0,3
19491,12th Grade,Male,Black,2,No,No,Not Applicable,English,0,0,0,1
19492,10th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
19493,2nd Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
19494,2nd Grade,,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,20
19495,8th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,5
19496,12th Grade,Female,White,3,Yes,No,Not Applicable,Other,0,0,0,4
19497,1st Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
19498,6th Grade,Female,Black,2.67,No,Yes,Specific Learning Disability,Spanish,0,0,0,8
19499,4th Grade,Male,White,2,No,No,Not Applicable,Spanish,0,0,0,47
19500,10th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,25
19501,11th Grade,Female,White,2.33,No,No,Not Applicable,English,7,5,3,9
19502,1st Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,5
19503,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,1,1,1,5
19504,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,12
19505,2nd Grade,Male,White,3,Yes,No,Not Applicable,English,1,1,1,6
19506,3rd Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,11
19507,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
19508,1st Grade,Female,Black,3,No,Yes,Specific Learning Disability,Other,0,0,0,9
19509,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
19510,9th Grade,Male,Asian,3,Yes,No,Not Applicable,Spanish,0,0,0,5
19511,Kindergarten,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,3
19512,1st Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,9
19513,8th Grade,Female,Hispanic,4,No,Yes,Speech/Language Impairments,English,0,0,0,7
19514,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
19515,10th Grade,Female,Native,3,No,No,Not Applicable,English,0,0,0,8
19516,10th Grade,Female,Native,2.67,Yes,No,Not Applicable,English,1,1,7,5
19517,10th Grade,Male,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,4
19518,2nd Grade,Male,Asian,2.67,No,No,Not Applicable,Spanish,0,0,0,4
19519,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,Other,,,,4
19520,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
19521,1st Grade,Female,Hispanic,3.67,No,No,Not Applicable,Spanish,5,4,1,13
19522,4th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,5
19523,3rd Grade,Female,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,3
19524,9th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
19525,2nd Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,5
19526,Pre-K,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,3
19527,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,1,8
19528,5th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,12
19529,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,14
19530,4th Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,4
19531,1st Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,36
19532,8th Grade,Male,Black,2,No,No,Not Applicable,English,0,0,0,4
19533,9th Grade,Female,White,2.33,Yes,No,Not Applicable,English,1,1,3,7
19534,5th Grade,Other,White,2.67,Yes,No,Not Applicable,English,0,0,0,6
19535,7th Grade,Female,Hispanic,2.67,No,Yes,Specific Learning Disability,Other,0,0,0,32
19536,8th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,5
19537,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,9
19538,Pre-K,Male,White,2.33,No,No,Not Applicable,English,0,0,0,11
19539,10th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,3
19540,1st Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,3
19541,9th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,6
19542,Pre-K,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,1,3
19543,4th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
19544,9th Grade,Male,White,3,No,Yes,Intellectual Disability,English,0,0,0,20
19545,Pre-K,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,2
19546,8th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,7
19547,4th Grade,Female,White,2.33,No,No,Not Applicable,Other,0,0,0,5
19548,10th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,3
19549,6th Grade,Female,White,3.33,No,No,Not Applicable,Spanish,0,0,1,17
19550,10th Grade,Female,Asian,3,Yes,No,Not Applicable,English,0,0,0,18
19551,9th Grade,Female,Hispanic,2.33,Yes,Yes,Other,English,0,0,0,15
19552,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,10
19553,6th Grade,Male,Hispanic,3,No,No,Not Applicable,Other,0,0,0,8
19554,4th Grade,Male,White,2.33,No,No,Not Applicable,English,,,,8
19555,10th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,1
19556,9th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,13
19557,9th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
19558,9th Grade,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,25
19559,6th Grade,Female,Hispanic,2.33,No,No,Not Applicable,English,,,,11
19560,3rd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,2,3
19561,5th Grade,Male,Black,3.33,No,No,Not Applicable,Spanish,0,0,0,4
19562,2nd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,1,6
19563,7th Grade,Male,White,3,Yes,Yes,Emotional Disturbance,English,1,2,1,2
19564,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,11
19565,2nd Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,36
19566,2nd Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,3
19567,8th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,15
19568,4th Grade,Female,Hispanic,3,No,No,Not Applicable,English,4,3,2,3
19569,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
19570,2nd Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,5
19571,1st Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,3
19572,2nd Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,19
19573,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
19574,Kindergarten,Other,White,2.67,Yes,Yes,Other,English,0,0,2,12
19575,7th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,14
19576,4th Grade,Female,White,3,No,No,Not Applicable,English,0,0,1,2
19577,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,2,2,1,11
19578,6th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,1,7
19579,1st Grade,Female,White,2,No,No,Not Applicable,Chinese,0,0,0,6
19580,8th Grade,Female,White,1.67,No,Yes,Speech/Language Impairments,English,0,0,0,4
19581,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
19582,4th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,22
19583,3rd Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,2
19584,3rd Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,0,3
19585,10th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,3
19586,3rd Grade,Female,White,3.33,Yes,No,Not Applicable,Other,0,0,0,2
19587,6th Grade,Female,White,3,Yes,Yes,Intellectual Disability,Spanish,0,0,0,8
19588,1st Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,7
19589,3rd Grade,Female,Black,3.67,No,No,Not Applicable,English,0,0,0,19
19590,2nd Grade,Female,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,7
19591,10th Grade,Female,Black,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,3
19592,12th Grade,Female,White,2,No,Yes,Speech/Language Impairments,English,0,0,0,8
19593,Kindergarten,Male,Asian,3,No,No,Not Applicable,English,0,0,0,5
19594,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
19595,8th Grade,Female,White,3,No,No,Not Applicable,English,2,2,8,8
19596,7th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,6
19597,10th Grade,Male,Black,2.33,Yes,Yes,Specific Learning Disability,English,2,2,1,7
19598,1st Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,4
19599,3rd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
19600,10th Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,31
19601,Kindergarten,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,1
19602,7th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
19603,7th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,6
19604,3rd Grade,Other,Black,3,Yes,No,Not Applicable,German,,,,16
19605,7th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,20
19606,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
19607,6th Grade,Female,Black,3.67,No,No,Not Applicable,English,0,0,0,1
19608,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
19609,10th Grade,Female,Black,3,Yes,Yes,Autism,English,0,0,0,37
19610,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,19
19611,2nd Grade,Male,White,2,No,No,Not Applicable,Other,0,0,0,10
19612,12th Grade,Female,Asian,3.33,Yes,No,Not Applicable,English,0,0,0,2
19613,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,5
19614,Kindergarten,Male,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,5
19615,12th Grade,Male,,2.67,No,No,Not Applicable,Spanish,0,0,0,2
19616,Pre-K,Female,White,2.67,No,No,Not Applicable,English,0,0,0,2
19617,7th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,14
19618,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
19619,Kindergarten,Female,White,3,No,Yes,Other,Other,0,0,0,11
19620,10th Grade,Female,White,3.33,Yes,No,Not Applicable,Other,3,3,1,3
19621,3rd Grade,Female,White,2.33,Yes,No,Not Applicable,Other,0,0,0,11
19622,7th Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
19623,11th Grade,Male,White,3,Yes,No,Not Applicable,English,1,2,1,2
19624,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
19625,6th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,7
19626,5th Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,5
19627,1st Grade,Male,White,3.67,Yes,No,Not Applicable,Other,0,0,1,6
19628,11th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,6
19629,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
19630,9th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
19631,4th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,7
19632,9th Grade,Other,White,3,No,No,Not Applicable,English,0,0,0,5
19633,7th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,10
19634,1st Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,9
19635,8th Grade,Female,White,3.33,Yes,No,Not Applicable,English,,,,7
19636,Kindergarten,Male,White,3,No,No,Not Applicable,English,0,0,0,9
19637,5th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,,,,4
19638,4th Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,1,5
19639,3rd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,11
19640,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,21
19641,1st Grade,Female,White,1.67,No,No,Not Applicable,Other,0,0,0,12
19642,Pre-K,Female,White,2.33,Yes,No,Not Applicable,English,1,1,1,6
19643,10th Grade,Female,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,3
19644,Kindergarten,Male,Hispanic,2.67,Yes,Yes,Specific Learning Disability,Other,0,0,0,5
19645,11th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,5
19646,3rd Grade,Female,White,2,No,Yes,Specific Learning Disability,English,,,,14
19647,7th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,10
19648,10th Grade,Male,White,2.67,No,Yes,Speech/Language Impairments,English,0,0,0,12
19649,10th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,3
19650,6th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,5
19651,6th Grade,Other,White,3,No,No,Not Applicable,Spanish,0,0,0,2
19652,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,12
19653,6th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,12
19654,12th Grade,Male,Asian,3,No,No,Not Applicable,Other,,,,4
19655,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,,,,8
19656,6th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,19
19657,Pre-K,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,4
19658,5th Grade,Female,White,3,No,Yes,Specific Learning Disability,Spanish,1,1,1,5
19659,Kindergarten,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
19660,2nd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
19661,Pre-K,Male,White,2.33,No,Yes,Other,English,,,,13
19662,4th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,7
19663,1st Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,18
19664,12th Grade,Female,Black,3.33,Yes,Yes,Developmental Delay,English,0,0,0,4
19665,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,8
19666,8th Grade,Female,Asian,3,Yes,Yes,Specific Learning Disability,English,0,0,1,10
19667,9th Grade,Male,White,2.67,Yes,Yes,Developmental Delay,Other,4,3,11,6
19668,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
19669,7th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,6
19670,9th Grade,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,0,6
19671,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,8
19672,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,0,0,0,2
19673,9th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,,,,12
19674,7th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,1,5
19675,4th Grade,Male,White,2.67,Yes,No,Not Applicable,English,,,,2
19676,3rd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
19677,12th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,1
19678,8th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,1,7,7,8
19679,Pre-K,Male,Black,1.67,Yes,No,Not Applicable,English,0,0,0,5
19680,4th Grade,Male,White,2.67,No,Yes,Specific Learning Disability,English,2,2,2,4
19681,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,,,,14
